,MetadataField,Metadata
0,NSGL Document #:,SCU-R-99-004
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,El Nino storms and the morphodynamic response of two cobble beaches
3,Author:,"Lorang, Mark S."
4,,"Namikas, Steven I."
5,,"McDermott, James P."
6,,"Sherman, Douglas J."
7,Publication Year :,1999
8,Source Citation:,"""Coastal Sediments '99,"" Proceedings, American Society of Civil Engineers, pp. 922-937, Hauppauge, Long Island, New York, June 21-23, 1999."
9,# Pages / Video Length:,16 -NT
10,Publication Type:,reprints (not peer-reviewed)
11,Program Report #:,USCSG-R-02-2000
12,Abstract:,"1997-1998 El Nino storms eroded sand beaches, but accreted gravel beaches. Data were collected to test models that predict beach crest height. Wave tank models did not work as well as a physically-​based model. A method for the specification of the appropriate drag coefficient, critical to accurate model performance, is presented and discussed. Further empirical research to quantify relationships between particle diameter, drag, and storm hydrodynamics is necessary."
