,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-85-014
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"PKX, THE CAUSATIVE AGENT OF PROLIFERATIVE KIDNEY DISEASE (PKD) IN PACIFIC SALMONID FISHES AND ITS AFFINITIES WITH THE MYXOZOA"
3,Author:,"KENT, MICHAEL L"
4,,"HEDRICK, RONALD P"
5,Publication Year :,1985
6,Source Citation:,"JOURNAL OF PROTOZOOLOGY, 32(02):0254-​0260, 1985"
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/NP-1-13G
9,Abstract:,PROTOZOA;PACIFI​C SALMON;STEELHEA​D TROUT
