,MetadataField,Metadata
0,NSGL Document #:,CASG-T-07-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Restoration of endangered white abalone, Haliotis sorenseni: resource assessment, genetics, disease and culture of captive abalone"
3,Author:,"Burton, Ronald S."
4,,"McCormick, Thomas B."
5,,"Moore, James D."
6,,"Friedman, Carolyn S."
7,Publication Year :,2007
8,# Pages / Video Length:,27
9,Publication Type:,technical reports/surveys​/patents
10,Project #:,R/F-196
11,Abstract:,"The white abalone, Haliotis sorenseni, supported valuable commercial fisheries only 30 years ago. In 2002, this species became the first marine invertebrate in the United States to achieve federal endangered species status. The overall goal of this project was to collect life history, genetic and disease susceptibility data that to support recovery."
