,MetadataField,Metadata
0,NSGL Document #:,CASG-R-11-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Climate-index response profiling indicates larval transport is driving population fluctuations in nudibranch gastropods from the northeast Pacific Ocean
3,Author:,"Schultz, Steward T."
4,,"Goddard, Jeffrey H."
5,,"Gosliner, Terrence M."
6,,"Mason, Douglas E."
7,,"Pence, William E."
8,,"McDonald, Gary R."
9,,"Pearse, Vicki B."
10,,"Pearse, John S."
11,Publication Year :,2011
12,Source Citation:,"""Limnology and Oceanography,"" 56(2):749-763, 2011."
13,DOI #:,10.4319/lo.2011​.56.2.0749
14,# Pages / Video Length:,15
15,Publication Type:,reprints (peer-reviewed)
16,Project #:,R/OPCENV-08
17,Abstract:,"We illustrate a novel method, climate-index response profiling, for testing mechanistic hypotheses for abundance fluctuations in long-term marine data sets. (1) Autoregressive models were fitted to time-series data for multiple species using climate indices as external regressors. The resulting regression coefficients for each species we term a climate-index response profile (CIRP). (2) Mechanistic hypotheses were rejected based on the summary response profile across species obtained by meta-analysis. (3) Monte-Carlo simulations of the CIRPs for all species at all sites were performed to generate null expectations to test the significance of non-rejected hypotheses. We applied this method to historical data of 56 nudibranch species from three intertidal sites studied independently in central California during non-overlapping time periods between 1969 and 1995, combined with recent resurveys from these same sites. Adult populations are strongly correlated with the multivariate El Nino- Southern Oscillation index and sea-surface height, increasing during El Nino and decreasing during La Nina events. Our data are consistent with recruitment limitation via larval advection as the primary driver of adult abundance variation. El Nino conditions increase recruitment by cross-shelf onshore advection of larvae from both southern and northern populations, and alongshore larval advection from southern source populations. We hypothesize that recent declines of California nudibranchs are temporary, and populations will recover as El Nino conditions return to the California current."
