,MetadataField,Metadata
0,NSGL Document #:,SCU-G-07-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,Don't release a pest: freezing is best!
3,Editor :,"Zaleski, Susan"
4,,"Walters, Linda"
5,,"Grifman, Phyllis"
6,Publication Year :,2007
7,# Pages / Video Length:,4
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,USCSG-​ME-​01-​2007
10,Abstract:,Be a responsible aquarium hobbyist! This color 8 panel brochure gives alternatives to dumping aquarium plants and pets. Dumping aquarium plants and pets is endangering marine ecosystems. You can help prevent future problems.
