,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-96-037
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Three new acetylenes from the Palauan sponge ""Haliclona"" sp"
3,Author:,"Williams, David H."
4,,"Faulkner, D. John"
5,Publication Year :,1996
6,Source Citation:,"""Journal of Natural Products,"" 59(11):1099-​1101, 1996."
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-60
10,Abstract:,"Three new acetylenes have been isolated from a sponge ""Haliclona"" sp. collected in Palau. While the three new acetylenes are simpler in structure than many of the polyacetylenic compounds reported previously, they are unusual because they possess a methyl substituent on the methylene backbone."
