,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-90-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The multiple uses of the coastal zone and ocean offshore California
3,Author:,"McGinnis, Michael Vincent"
4,Publication Year :,1990
5,# Pages / Video Length:,23
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,P-T-51
8,Project #:,R/NP-1-16D
9,Abstract:,"The current levels of use of various ocean and coastal resources in California are described briefly. Given the constraints of the paucity of data on this question, the author examines how the use of specific ocean and coastal resources is likely to develop to the year 2000; a brief review of the conflicts between users of California's ocean and coastal zone is developed. The indices suggest the need for a multiple-use ocean management program for California."
