,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-068
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The primary structure of coho salmon growth hormone and its cDNA
3,Author:,"Nicoll, Charles S."
4,,"Steiny, Susan S."
5,,"King, David S."
6,,"Nishioka, RIchard S."
7,,"Mayer, Gregg L."
8,,"Eberhardt, Norman L."
9,,"Baxter, John D."
10,,"Yamanaka, Miles K."
11,,"Miller, Judy A."
12,,"Seilhamer, Jeffrey J."
13,,"Schilling, James W."
14,,"Johnson, Lorin K."
15,Publication Year :,1987
16,Source Citation:,"""General and Comparative Endocrinology,"" 68:387-399, 1987."
17,Publication Type:,reprints (peer-reviewed)
18,Project #:,R/F-78
19,Abstract:,"The full primary structure of growth hormone (GH) from the pituitary gland of coho salmon ""Onchorynchus kisutch"" was determined. Comparison of the amino acid sequence of salmon GH with those of four mammalian species revealed several regions that are highly conserved. Some of these regions are also conserved among mammalian prolactins (PRLs). Significance of these conserved regions is considered in relation to structural features of PRLs and GHs that were previously identified to be of potential functional significance. The predicted hydrophobic/hyd​rophylic regions and the secondary structure of salmon GH were also compared with those features of pig GH."
