,MetadataField,Metadata
0,NSGL Document #:,CASG-H-11-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Buena salud con pescado y mariscos: informaci�n para profesionales de la salud
3,Author:,"Morrissey, Michael"
4,,"Hellberg, Rosalee"
5,,"Geise, Laura"
6,,"Pivarnik, Lori"
7,,"Hicks, Doris"
8,,"Tom, Pamela"
9,Publication Year :,2011
10,# Pages / Video Length:,10
11,Publication Type:,"handbooks, manuals, guides"
12,Project #:,A/EA-AR-01
13,Abstract:,Seafood health benefits; safety; guidelines for consumers; consumption in the United States; seafood in perspective.
