,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-95-033
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Polymerase chain reaction-​restriction fragment length polymorphism analysis of mitochondrial rRNA genes from yellowtail rockfish
3,Author:,"McGauley, K."
4,,"Mulligan, T. J."
5,Publication Year :,1995
6,Source Citation:,"""Journal of Fish Biology,"" 47:744-747, 1995."
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/NP-1-20A
10,Abstract:,"A 1600 base pair region of the mitochondrial rRNA genes from 74 yellowtail rockfish, collected from three north-east Pacific localities, was amplified via PCR. RFLP analysis yielded a total of 33 restriction sites allowing examination of 139 base pairs or 0-8% of the mtDNA molecule. Essentially no variation was detected within or among the three populations."
