,MetadataField,Metadata
0,NSGL Document #:,SCU-M-83-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,POTENTIAL OFFSHORE SAND AND GRAVEL RESOURCES OF THE INNER CONTINENTAL SHELF OF SOUTHERN CALIFORNIA APPENDIX E MAP SETS FOR AREAS I THRU VIII OF THE REPORT
3,Author:,"OSBORNE, ROBERT H"
4,,"DARIGO, NANCY J"
5,,"SCHEIDEMANN, ROBERT C JR"
6,Publication Year :,1983
7,# Pages / Video Length:,27
8,Publication Type:,"maps, atlases, charts"
9,Program Report #:,USCSG-TR-03a-84
10,Abstract:,MAPS;CALIFORNIA
