,MetadataField,Metadata
0,NSGL Document #:,NSGLC-NR-10-001
1,Sea Grant Program/Affiliate:,National Sea Grant Law Center
2,Title:,Will California law apply to Hubbs-SeaWorld Research Institute's Offshore Aquaculture Demonstration Project? An analysis of the extraterritoria​l application of state aquaculture laws
3,Author:,"Showalter-Ott, Stephanie"
4,Publication Year :,2010
5,Source Citation:,"""West-​Northwest: Journal of Environmental Law and Policy,"" 16(1):223-238, Winter 2010."
6,# Pages / Video Length:,15
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,NSGLC-10-05-02
9,Abstract:,Will California Law apply to Hubbs-SeaWorld Research Institute's offshore aquaculture demonstration project? An analysis of the extraterritoria​l application of state aquaculture laws.
