,MetadataField,Metadata
0,NSGL Document #:,CASG-R-11-034
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Intraspecific and interspecific spatial distribution of three eastern north pacific catshark species and their egg cases (Chondrichthyes​: Scyliorhinidae)
3,Author:,"Flammang, Brooke E."
4,,"Ebert, David A."
5,,"Cailliet, Gregor M."
6,Publication Year :,2011
7,Source Citation:,"""Breviora: Museum of Comparative Zoology,"" Number 525:1-18, July 6, 2011."
8,# Pages / Video Length:,18
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-199
11,Abstract:,"Information on the distribution of three species of eastern North Pacific (ENP) catsharks (Apristurus brunneus, Apristurus kampae, and Parmaturus xaniurus) and their egg cases was previously unavailable despite being a species of interest for fisheries management evaluation and policy regulation. Data were generated from specimens collected by survey cruises from June 2001 through October 2004 between northern Washington to San Diego, California, U.S.A. and from known catch locations of specimens in museum collections. Longline catches consisted mainly of P. xaniurus, with occasional catch of gravid female A. brunneus. Conversely, trawl catches consisted mainly of Apristurus species. The three catshark species exhibited distinct differences in latitudinal and bathymetric range, albeit with partial overlap. Apristurus brunneus was typically found between 300 and 942 m along the entire area surveyed, while A. kampae always occurred .1,000-m depth and was not found north of 426N. Parmaturus xaniurus was caught between 300- and 550-m depth between 406N and 326N. Egg cases of A. brunneus and P. xaniurus were collected in trawl surveys and observed in video footage taken by remotely operated vehicle. These egg cases were located in specific sites on areas of high vertical relief at 300- to 500-m depth. Nursery grounds, which were previously unknown for these catshark species, were described within the Monterey Bay Canyon and along the California coastline were identified on the basis of recurrence and specificity of oviposition. This paper describes the range of A. brunneus, A. kampae, and P. xaniurus in the ENP, detailing latitudinal, bathymetric, sexual, and ontogenetic intra- and interspecific segregation patterns."
