,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-022
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,To clean or not to clean: managing fouling on boat hulls
3,Author:,"Johnson, Leigh"
4,,"Culver, Carolynn"
5,,"Parker, Scott"
6,Publication Year :,2011
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Project #:,A/EA-AR-17
10,Abstract:,"Boat owners must control hull fouling to maintain vessel speed and fuel efficiency. Widely used, copper-based, antifouling paints initially slow fouling on boat hulls due to their toxic nature, although some invasive species can grow on hulls coated with copper antifoulants.6 These toxic paints face restrictions in California and possibly elsewhere due to water quality concerns. 1,3,7a,7b Thus, nontoxic and less-toxic hull coatings will likely become more common. As a result, companion strategies, such as in-water hull cleaning, are also needed to control hull fouling."
