,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Age and growth of the gray smoothhound, ""Mustelus californicus,"" and the brown smoothhound, ""M. henlei,"" sharks from central California"
3,Author:,"Yudin, Katherine G."
4,,"Cailliet, Gregor M."
5,Publication Year :,1990
6,Source Citation:,"""Copeia,"" (1):191-204, 1990."
7,# Pages / Video Length:,12
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/F-84
10,Abstract:,"The gray smoothhound, ""Mustelus californicus,"" and brown smoothhound, ""M. henlei,"" are relatively small sharks abundant in inshore shallow waters off western North America. Age composition, age at maturity, growth rate, and longevity are among some characteristics that are not known for these species. The purposes of this study were to test methods for elucidating bands in the vertebrae for age estimation, and to determine the size and age at which reproductive maturity is reached. Age estimates were verified by describing centrum edge characteristics​."
