,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Roundworms as bioindicators of sediment ecology at Bolsa Chica Wetlands
3,Author:,"De Ley, Paul"
4,,"Johnson, Christina S."
5,Publication Year :,2011
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,C/P-1
9,Abstract:,"Nematodes, also known as roundworms, are among the most abundant groups of animals on the planet. If you had pinworms as a child, you've experienced nematodes firsthand - and are not alone, as at any given time, about a third of the world's population is believed to be infected by some kind of nematode parasite. Nematodes, many species of which are not parasitic, are also incredibly common denizens of coastal sediments, and an important source of nourishment for shellfish and bigger worms, which themselves are forage species for other animals. Because of this, roundworms are critical components of the coastal food web, and hence a meaningful ""bottom-up"" indicator of coastal ecosystem functioning. More to the point for the region's coastal wetlands projects, roundworm communities - the species present and absent at a site, and their relative numbers - may shed light on the pace, progress and success of multi-million dollar earth-moving projects such the construction of the Bolsa Chica Wetlands in Huntington Beach, Orange County, a former coastal oil field that was closed to tidal flushing for more than a century."
