,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-92-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Toxinas marinas naturales
3,Author:,"Price, Robert J."
4,,"Hansgen, Kenneth H."
5,,"Langlois, Gregg W."
6,Publication Year :,1992
7,# Pages / Video Length:,3
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,UCSGEP 92-11
10,Project #:,A/EA-1
11,Abstract:,"This is the spanish language version of 'Natural Marine Toxin', a pamphlet abstracted in ""SGA"" 8(1). It describes PSP toxins and domoic acid, powerful nerve poisons that have no taste or odor, or any visible appearance in seafoods. Cleaning and cooking the seafood in many cases will neither remove nor destroy the toxins. California's toxin monitoring programs and harvesting quarantines are described."
