,MetadataField,Metadata
0,NSGL Document #:,CASG-R-06-018
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Escalating worldwide use of urea -- a global change contributing to coastal eutrophication
3,Author:,"Glibert, Patricia M."
4,,"Harrison, John"
5,,"Heil, Cynthia"
6,,"Seitzinger, Sybil"
7,Publication Year :,2006
8,Source Citation:,"""Biogeochemistr​y,"" 77:441-463, 2006."
9,# Pages / Video Length:,23
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/SF-8
12,Abstract:,"While the global increase in the use of nitrogen-based fertilizers has been well recognized, another change in fertilizer usage has simultaneously occurred: a shift toward urea-based products. Worldwide use of urea has increased more than 100-fold in the past 4 decades and now constitutes >50% of global nitrogenous fertilizer usage. Global urea usage extends beyond agricultural applications; urea is also used extensively in animal feeds and in manufacturing processes. This change has occurred to satisfy the world's need for food and more efficient agriculture. Long thought to be retained in soils, new data are suggestive of significant overland transport of urea to sensitive coastal waters. Urea concentrations in coastal and estuarine waters can be substantially elevated and can represent a large fraction of the total dissolved organic nitrogen pool. Urea is used as a nitrogen substrate by many coastal phytoplankton and is increasingly found to be important in the nitrogenous nutrition of some harmful algal bloom (HAB) species. The global increase from 1970 to 2000 in documented incidences of paralytic shellfish poisoning, caused by several HAB species, is similar to the global increase in urea use over the same 3 decades. The trend toward global urea use is expected to continue, with the potential for increasing pollution of sensitive coastal waters around the world."
