,MetadataField,Metadata
0,NSGL Document #:,SCU-R-80-004
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,COASTAL ZONE INTEGRATION OF STATE AND LOCAL PLANS
3,Author:,"WINGO, LOWDON"
4,,"FAWCETT, JAMES"
5,Publication Year :,1980
6,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS COASTAL ZONE'80 PROCEEDINGS OF THE CONFERENCE PP. 2052-2065 HOLLYWOOD, FLORIDA NOVEMBER 17-20, 1980"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,USCSG-R-01-81
9,Abstract:,COASTAL ZONE;CALIFORNIA COASTAL ACT;POLICY
