,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-10-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"The abundance Of PVSB, a biosynthetic gene of the photoactive siderophore vibrioferrin in the North Atlantic and implication on algal growth"
3,Author:,"Amin, Shady"
4,Publication Year :,2010
5,Source Citation:,"""California and the World Ocean 2010: Book of Abstracts,"" pp. 5, San Francisco, California, September 7-10, 2010."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/CONT-205
9,Abstract:,"Iron is one the most important and scarce micronutrients in the marine environment. To alleviate iron limitation, many marine bacteria produce siderophores, organic molecules that tightly bind iron and increase its solubility. We have previously shown that vibrioferrin (VF), a photoactive siderophore produced by algal-​associated Marinobacter spp., greatly enhances iron uptake to both bacteria and phytoplankton in lab cultures via a photochemical reaction that generates soluble iron. To assess the effect of VF on phytoplankton and iron speciation in the marine environment, we measured the abundance of pvsB a biosynthetic gene of VF in the North Atlantic using real-time quantitative PCR. Surprisingly, VF biosynthetic genes appear to be ubiquitous in the North Atlantic and their vertical distribution suggests an adaptation to light that results from the photochemical features of this siderophore. These results highlight the importance of siderophore photochemistry and its potential impact on phytoplankton and the biogeochemistry of iron."
