,MetadataField,Metadata
0,NSGL Document #:,HAWAU-R-79-015
1,Sea Grant Program/Affiliate:,Hawaii Sea Grant
2,Title:,HAWAII OCEAN TEST PIPE PROJECT: FORCE COEFFICIENTS
3,Author:,"GRACE, ROBERT ARCHIBALD"
4,,"CASTIEL, JOSEPH"
5,,"SHAK, ARTHUR T"
6,,"ZEE, GABRIEL T Y"
7,Publication Year :,1979
8,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS CIVIL ENGINEERING IN THE OCEANS IV PROCEEDINGS PP. 99-110 SAN FRANCISCO, CALIFORNIA SEPTEMBER 10-12, 19 79"
9,# Pages / Video Length:,12
10,Publication Type:,reprints (not peer-reviewed)
11,Program Report #:,UNIHI-​SEAGRANT-​CP-​80-​09
