,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-07-023
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Recoverable-​yield in a proteinaceous elastomer from marine whelks (abstract)
3,Author:,"Wasko, Scott J."
4,,"Waite, Herbert"
5,Publication Year :,2007
6,Source Citation:,"""First International Conference on Self-Healing Materials,"" Noordwijk, Netherlands, April 18-20, 2007."
7,# Pages / Video Length:,1
8,Publication Type:,reprints (not peer-reviewed)
9,Project #:,R/MP-97B
10,Abstract:,"Organisms of the genus Busycon (the whelks) lay eggs in the shallow waters of the intertidal zone. These eggs must endure harsh forces from wave impacts, abrasion from sand and debris, and attacks from predators. As such, the organism has evolved to produce a unique self-healing casing to protect the eggs. Whelk egg capsule biopolymer (WECB) is an acellular, highly elastic, proteinaceous material that is secreted by the animal to surround the developing embryos while in this harsh environment."
