,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-96-046
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"New isoeudistomin class dihydro-​beta-​carbolines from an undescribed ascidian of the genus ""Eudistoma"""
3,Author:,"Kang, Heonjoong"
4,,"Fenical, William"
5,Publication Year :,1996
6,Source Citation:,"""Natural Product Letters,"" 9:7-12, 1996."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-59
10,Abstract:,"19-​Bromoisoeudisto​min U (1) and isoeudistomin U (2), two new dihydro-​beta-​carbolines have been isolated from an undescribed Western Australian ascidian of the genus ""Eudistoma"". Their structures were determined by comprehensive spectral analyses primarily involving 2D NMR."
