,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Adociasulfates 1-6, inhibitors of kinesin motor proteins from the sponge ""Haliclona"" (aka ""Adocia"") sp"
3,Author:,"Blackburn, Christine L."
4,,"Hopmann, Cordula"
5,,"Sakowicz, Roman"
6,,"Berdelis, Michael S."
7,,"Goldstein, Lawrence S.B."
8,,"Faulkner, D. John"
9,Publication Year :,1999
10,Source Citation:,"""The Journal of Organic Chemistry,"" 64(15):5565-​5570, 1999."
11,# Pages / Video Length:,6
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/MP-72
14,Abstract:,"Adociasulfates 1-6 were isolated from an extract of the Palauan sponge ""Haliclona"" (aka ""Adocia"") sp. that inhibited the transport of stabilized microtubules by the motor protein kinesin. Kinesins comprise a superfamily of eukaryotic motor proteins used to transport a large variety of cargoes along microtubule tracks. They are important targets for inhibition because they are involved in many dynamic microtuble- mediated events, including cell division and the transport of vesicles and organelles."
