,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-82-041
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,DO SEA URCHINS AND ABALONES COMPETE IN CALIFORNIA KELP FOREST COMMUNITIES?
3,Author:,"TEGNER, MIA J"
4,,"LEVIN, LISA A"
5,Publication Year :,1982
6,Source Citation:,INTERNATIONAL ECHINODERMS CONFERENCE J.M. LAWRENCE (EDITOR) PP. 265-27 1 TAMPA BAY 1982
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/F-36
9,Abstract:,SEA URCHIN;ABALONE;​ECHINODERM;CALI​FORNIA;KELP;^
