,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-011
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Non-indigenous ascidians in southern California harbors and marinas
3,Author:,"Lambert, C. C."
4,,"Lambert, G."
5,Publication Year :,1998
6,Source Citation:,"""Marine Biology,"" 130:675-688, 1998"
7,# Pages / Video Length:,14
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/CZ-135
10,Abstract:,"Many groups of marine organisms, including ascidians, undergo range extensions as a consequence of rapid ship- transport between distant harbors, resulting in a rapid increase in the rate of introductions of non-indigenous species worldwide. Ascidians are sessile marine filter- feeders, hermaphroditic, and often self-​fertilizing; many species are tolerant of a wide range of environmental conditions, can reach sexual maturity in just a few weeks, and have a long breeding season. This paper documents the arrival of 14 non-indigenous species in southern California harbors during this century."
