,MetadataField,Metadata
0,NSGL Document #:,SCU-R-80-005
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,CALIFORNIA IMPACTS ON WORLD OCEAN DECISIONS
3,Author:,"FRIEDHEIM, ROBERT L"
4,,"BOWEN, ROBERT E"
5,Publication Year :,1980
6,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS COASTAL ZONE '80 PROCEEDINGS OF THE CONFERENCE PP. 980-999 HOLLYWOOD, FLORIDA NOVEMBER 17-20, 1980"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,USCSG-R-02-81
9,Abstract:,UNCLOS;POLICY
