,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-83-063
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"PRELIMINARY STUDIES ON THE AGE AND GROWTH OF BLUE, ""PRIONACE GLAUCA"", COMMON THRESHER, ""ALOPIAS VULPINUS"", AND SHORTFIN MAKO, ""ISURUS OXYRINCHUS"", SHARKS FROM CALIFORNIA WATERS"
3,Author:,"CAILLIET, GREGOR M"
4,,"MARTIN, LINDA K"
5,,"HARVEY, JAMES T"
6,Publication Year :,1983
7,Source Citation:,"INTERNATIONAL WORKSHOP ON AGE DETERMINATION OF OCEANIC PELAGIC FISHES: T NAS, BILLFISHES, AND SHARKS PP. 179-188 1983"
8,Publication Type:,reprints (not peer-reviewed)
9,Project #:,R/F-57
10,Abstract:,ELASMOBRANCH;SH​ARK;THRESHER;MA​KO;GROWTH;CALIF​ORNIA
