,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-84-054
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Zoanthamine: a novel alkaloid from a marine zoanthid
3,Author:,"Rao, C. Bheemasankara"
4,,"Anjaneyula, A. S. R."
5,,"Sarma, N. S."
6,,"Venkatateswarlu​, Y."
7,,"Rosser, Richard M."
8,,"Faulkner, D. John"
9,,"Chen, Marie H. M."
10,,"Clardy, Jon"
11,Publication Year :,1984
12,Source Citation:,"""American Chemical Society. Journal,"" 106:7983-7984, 1984."
13,Publication Type:,reprints (peer-reviewed)
14,Project #:,R/MP-30
15,Abstract:,"The chemical constituents of the colonial zoanthid ""Zoanthus"" sp. were investigated as part of a program to study toxic marine organisms from the coast of India. The colonial zoanthids, which occur as dense mats on intertidal rocks, eject jets of fluid when disturbed. If the spray contacts a victim's eyes, it causes tears followed by prolonged redness and pain. A preliminary investigation of extracts of the whole organism has revealed the presence of a series of novel alkaloids. In this communication we report the structural determination of zoanthamine (1), the first member of the new class."
