,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-085
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Effects of various hormone implants on vitellogenin synthesis and ovarian development in cultured white sturgeon, ""Acipenser transmontanus"""
3,Author:,"Moberg, G. P."
4,,"Doroshov, S. I."
5,,"Chapman, F. A."
6,,"Kroll, K. J."
7,,"Van Eenennaam, J."
8,,"Watson, J. G."
9,Publication Year :,1991
10,Source Citation:,"""Acipenser,"" P. Williot, editor, pp. 389-399, 1991."
11,# Pages / Video Length:,11
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/A-73
14,Abstract:,"At present, the rearing of white sturgeon (""Acipenser transmontanus"") by the aquaculture industry in the U.S. is dependent upon fingerlings produced entirely by the induced spawning of wild-caught broodstock. Cultured males raised from fingerlings reach sexual maturity by 3-4 years of age, but the cultured females do not exhibit sexual maturation even by 8 years of age. Because survival of the sturgeon culture industry depends upon inducing the females to reach sexual maturity, a series of endocrine manipulations of females has been undertaken. Since their sexual maturation is arrested at the previtellogenic stage, researchers have investigated whether the implantation of estrogen, or estrogen in combination with an analog of gonadotropin-​releasing hormone (LHRHa) or carp pituitary (CP) extract, will induce vitellogenesis and ovarian maturation in female sturgeon."
