,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-81-025
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"POPULATION STRUCTURE, RECRUITMENT AND MORTALITY OF TWO SEA URCHINS (""STRONGYLOCENT​ROTUS FRANCISCANUS"" AND ""STRONGYLOCENTR​OTUS PURPURATUS"") IN A KELP FOREST"
3,Author:,"TEGNER, MIA JEAN"
4,,"DAYTON, PAUL K"
5,Publication Year :,1981
6,Source Citation:,"MARINE ECOLOGY-​PROGRESS SERIES, 5( ):0255-0268, 1981"
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/F-36
9,Abstract:,MARINE ECOLOGY
