,MetadataField,Metadata
0,NSGL Document #:,CASG-V-04-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Fisheries habitat characterizatio​n of the California Continental Margin (4 DVDs and 1 CD set)
3,Author:,"Greene, H. G."
4,,"Kvitek, R."
5,,"Bizzarro, J. J."
6,,"Bretz, C."
7,,"Iampietro, P."
8,Publication Year :,2004
9,Publication Type:,videos
10,Program Report #:,T-053
11,Project #:,A/P-1
12,Abstract:,"This set of 4 DVDs and 1 CD distinguishes marine benthic habitats along the California continental margin from previously proprietary industry data. The DVDs contain GIS data and user notes covering selected areas in northern, central and southern California. The CD contains the researchers' narrative report and a PowerPoint presentation that explains how the researchers interpreted source data and created the maps. It can be used for educational purposes. The data set resulting from this project makes up the initial stages of building both a database and a series of habitat maps that can be used by fishery scientists, policy makers and resource managers for planning and implementing fish habitat programs. Invaluable information is provided on the conditions of the seafloor in areas of interest for fisheries management and both living and nonliving resource evaluation. This data set forms the base maps upon which all other parameters may be overlaid and compared."
