,MetadataField,Metadata
0,NSGL Document #:,CASG-R-14-012
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Fitting the size of no-take zones to species movement patterns: a case study on a Mediterranean seabream
3,Author:,"Di Lorenzo, Manfredi"
4,,"D'Anna, Giovanni"
5,,"Badalamenti, Fabio"
6,,"Giacalone, Vincenzo Maximiliano"
7,,"Starr, Richard M."
8,,"Guidetti, Paolo"
9,Publication Year :,2014
10,Source Citation:,"""Marine Ecology Progress Series,"" 502:245-255, April 2014."
11,DOI #:,10.3354/meps107​23
12,# Pages / Video Length:,11
13,Publication Type:,reprints (peer-reviewed)
14,Project #:,A/EA-AR-29
15,Abstract:,"No-take zones (NTZs) have been shown to be useful tools for marine conservation and fishery management, although the lack of information on species' movements often makes it difficult to properly establish NTZ size. Using acoustic telemetry techniques, we monitored the movements, home range (HR) and homing ability (to capture sites) of 22 adult white seabream Diplodus sargus sargus in a fully protected portion (138.60 ha) of the Torre Guaceto Marine Protected Area (SE Italy). After release at a different location than the site of capture, 85% of the tagged fish returned to the capture site within 3 d. Fish were monitored for 161 d. All tagged fish spent most of the time within the monitoring area (fish presence index = 92.8%) and showed a mean HR of 20.6 ha. These results indicate that the studied NTZ effectively protects seabream, as it entirely encompasses their HRs, which are on average far smaller than the reserve. Twelve individuals left the monitoring area during the period of the year that corresponds to their known time of spawning. This potential emigration during the spawning period indicates that the reserve alone does not fully protect white seabream and that other management options, such as a seasonal fishing closure during the reproductive period, may be needed. Estimates of movement patterns and HRs of fishes, therefore, represent useful information to better understand, refine and enhance the value of NTZs for protecting ecologically valuable species."
