,MetadataField,Metadata
0,NSGL Document #:,CUIMR-S-02-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Trends in Fisheries and Fishery Resources Associated with the Monterey Bay National Marine Sanctuary from 1981-2000
3,Author:,"Starr, Richard M."
4,,"Cope, Jason M."
5,,"Kerr, Lisa A."
6,Publication Year :,2002
7,Publisher:,California Sea Grant College Program
8,# Pages / Video Length:,156
9,Publication Type:,technical reports/surveys​/patents
10,Program Report #:,T-046
11,Grant/Contract #:,NA06RG0142
12,Project #:,A/P-1
13,Notes:,GIS analysis and maps provided by Jamie Kum
14,Abstract:,"In the last decade, catches of many central California fishery resources have greatly declined, due both to real decreases in fish populations and to increased regulations enacted to prevent depletion of fish stocks. This book summarizes, for a general audience, the technical concepts and information that fishery scientists use to estimate the population sizes of harvested species. The authors also provide a brief description of the types of fisheries operating in the region encompassed by the Monterey Bay National Marine Sanctuary, and a summary of fishery management operations from 1981 to 2000."
