,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,An empirical orthogonal function analysis of remotely sensed sea surface temperature variability and its relation to interior oceanic processes off Baja California
3,Author:,"Gallaudet, Timothy C."
4,,"Simpson, James J."
5,Publication Year :,1994
6,Source Citation:,"""Remote Sensing of Environment,"" 47:375-389, 1994."
7,# Pages / Video Length:,15
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/OE-25
10,Abstract:,"In this study, satellite data were used to determine the large- and mesoscale sea surface temperature structure of the California Current System off Baja California and to compare this structure with that found off central and southern California. Empirical orthogonal function (EOF) analysis was applied to a 4.6-year sequence of AVHRR images off Baja California centered near Punta Eugenia to examine large- and mesoscale processes in this region. The EOF results provide independent satellite-​derived evidence for the existence of a transition zone off Baja California which is similar to that found off central and southern Califonia. Moreover, the agreement between satellite-based results and shipboard observations indicates that satellite data can be used successfully to study other current systems (e.g., Peru Current), where ""in situ"" observations are less abundant."
