,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,A new tool for assessing the potential disease impacts of propagated marine fish on wild stocks
3,Author:,"Hedrick, Ronald P."
4,,"Arkush, Kristen D."
5,,"Johnson, Christina S."
6,Publication Year :,2011
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Project #:,C/P-1
10,Abstract:,"A growing number of marine finfishes are currently under investigation as candidates for artificial propagation - for stocking, endangered species restoration, and human consumption. This project addresses a leading concern about placing hatchery-born fish into an environment where they either directly or indirectly co-mingle with wild species - the potential to introduce or spread disease."
