,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-90-025
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Chitosan-coated fibers for use in papermaking
3,Author:,"Allan, G. G."
4,,"Carroll, J. P."
5,,"Hirabayashi, Y."
6,,"Muvundamina, M."
7,,"Winterowd, J. G."
8,Publication Year :,1990
9,Source Citation:,"""Materials Research Society Symposium Proceedings,"" D. F Caulfield, et al., (eds.), Volume 197: Materials Interactions Relevant to the Pulp, Paper, and Woods Industries, pp. 239-243, San Francisco, California, April 18-20, 1990."
10,# Pages / Video Length:,5
11,Publication Type:,reprints (not peer-reviewed)
12,Program Report #:,WSG-CH 90-02
13,Project #:,R/X-19
14,Abstract:,"Chitosan was precipitated onto wood pulp, glass and polypropylene fibers suitable for papermaking. The coating which formed on the fibers was characterized by photomicrograph​y after the formation of colored derivatives, and by scanning electron microscopy. The most uniform and adherent coatings were formed on the wood pulp fibers and the least were formed on the polypropylene fibers. Paper handsheets were readily formed from the chitosan-coated wood pulp and glass fibers, but not from the chitosan-coated polypropylene fibers."
