,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-90-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,San Diego Bay 1989/1990 report
3,Editor :,"Johnson, Leigh T."
4,,"Rhyn, Jon Van"
5,,"Tierney, Jennifer"
6,Publication Year :,1990
7,Source Citation:,"Report of the 1990 San Diego Bay Symposium, San Diego, California."
8,# Pages / Video Length:,119
9,Publication Type:,conference/work​shop proceedings
10,Project #:,A/EA-1
11,Abstract:,"This report can be considered a summary of the state of San Diego Bay with respect to its environmental and management issues. The San Diego Interagency Water Quality Panel is charged by the California Legislature with improving communication among organizations responsible for San Diego Bay; to accomplish this, the agency sponsored a symposium in 1990 to examine the water quality issues facing the bay. This document contains a summary of the symposium, and the agency's conclusions and recommendations to the California Legislature (the result of analysis of the symposium's findings). Appendices provide a list of the agency's membership and symposium participants."
