,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Reproductive endocrinology of the shrimp ""Sicyonia ingentis"": steroid, peptide, and terpenoid hormones"
3,Author:,"Chang, Ernest S."
4,,"Hertz, William A."
5,,"Prestwich, Glenn D."
6,Publication Year :,1992
7,Source Citation:,"""NOAA Technical Report NMFS,"" 106, 1992."
8,# Pages / Video Length:,6
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-68
11,Abstract:,"Female reproduction in penaeid shrimp is carefully regulated by several different endocrine factors. Their precise modes of action have not yet been fully elucidated. This paper reports on three endocrine factors, each representing a different chemical class of hormones, investigated in the penaeid shrimp ""Sicyonia ingetis"": ecdysteroids, vitellogenesis-​inhibiting hormone and methyl farnesoate."
