,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-95-039
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Cyclic hemiketals from the sponge ""Raspailia (Raspaxilla)"" sp"
3,Author:,"Cerda-​Garcia-​Rojas, Carlos M."
4,,"Faulkner, D. John"
5,Publication Year :,1995
6,Source Citation:,"""Tetrahedron,"" 51(4):1087-​1092, 1995."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-55
10,Abstract:,"The Palauan sponge ""Raspailia (Raspaxilla)"" sp. contains two cyclic hemiacetals, raspailols A (0.53% dry wt.) and B (0.38% dry wt.) that do not fall into any established chemotaxonomic group. The structure and stereochemistry were determined by spectroscopic methods."
