,MetadataField,Metadata
0,NSGL Document #:,MASGC-T-05-004
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,Restrictions on the use of marine antifouling paints containing tributlytin and copper (a white paper)
3,Author:,"Showalter, Stephanie"
4,,"Savarese, Jason"
5,Publication Year :,2005
6,# Pages / Video Length:,11
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,MASGP-04-052
9,Project #:,L-3
10,Notes:,October 2004 (updated August 2005).
11,Abstract:,"Tributyltin (TBT)-based antifouling paints have proven extremely effective at preventing the fouling of ships' hulls and consequently the transport of aquatic invasive species (AIS). The U.S. partially banned the use of TBT in 1988 and a global ban is forthcoming. The global ban may have serious implications in the management of AIS transport. This survey of the legal regime in the U.S. regarding prevention of pollution from tributyltin and copper antifouling paints was commissioned by California Sea Grant to support research, education, and outreach activities."
