,MetadataField,Metadata
0,NSGL Document #:,SCU-W-88-002
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,A legacy of leadership
3,Author:,"Brand, Herbert"
4,Publication Year :,1988
5,Source Citation:,"""The Shipping Act of 1984: a debate of the issues,"" Lectures, Long Beach, California, February 18-19, 1988."
6,# Pages / Video Length:,13
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,USCSG-LS-01-88
9,Abstract:,"The Memorial Lecture Program at the University of Southern California was developed in 1987. It honors distinguished contributors to marine transportation, bringing to the public their thoughts in the form of an annual lecture series. This first lecture honors the man for whom the lecture series and an endowment are named. Paul Hall was respected in all quarters of the marine transportation field. Throughout his working career he sought to bring together the industry, to improve working conditions, to meet the challenge of foreign competition, and to advise government on how the U.S. Merchant Marine might be revitalized."
