,MetadataField,Metadata
0,NSGL Document #:,CASG-R-13-037
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Bomb radiocarbon dating of the endangered white abalone (Haliotis sorenseni): investigations of age, growth and lifespan"
3,Author:,"Andrews, Allen H."
4,,"Leaf, Robert T."
5,,"Rogers-Bennet, Laura"
6,,"Neuman, Melissa"
7,,"Hawk, Heather"
8,,"Cailliet, Gregor M."
9,Publication Year :,2013
10,Source Citation:,"""Marine and Freshwater Research,"" 64(11):1029-​1039, 2013."
11,DOI #:,10.1071/MF13007
12,# Pages / Video Length:,11
13,Publication Type:,reprints (peer-reviewed)
14,Project #:,R/FISH-214
15,Abstract:,"Understanding basic life-history characteristics of white abalone (Haliotis sorenseni), such as estimated lifespan, is critical to making informed decisions regarding the recovery of this endangered species. All predictive modelling tools used to forecast the status and health of populations following restoration activities depend on a validated estimate of adult lifespan. Of the seven Haliotis species in California, white abalone is considered to have the highest extinction risk and was the first marine invertebrate listed as an endangered species under the Federal Endangered Species Act (ESA). Lifespan was previously estimated from observations of early growth; however, no study has generated ages for the largest white abalone. To address questions of age and growth, bomb radiocarbon (D14C) dating was used on shells from large white abalone. Measured bomb D14C levels were compared to regional D14C reference records to provide estimates of age, growth and lifespan. Bomb radiocarbon dating indicated that growth was variable among individuals, with a maximum estimated age of 27 years. The findings presented here provide support for previous age and growth estimates and an estimated lifespan near 30 years. These age data support the perception of a critical need for restoring the remnant aging and potentially senescent population."
