,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-89-006
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Growth of juvenile white sturgeon (""Acipenser transmontanus"") fed different proteins"
3,Author:,"Stuart, Jeffrey S."
4,,"Hung, Silas S. O."
5,Publication Year :,1989
6,Source Citation:,"""Aquaculture,"" 76:303-316, 1989."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/A-67
9,Abstract:,"An 8-week growth trial was conducted to compare the growth performance of hatchery-​produced juvenile white sturgeon fed purified diets with different proteins. The diets were isoenergetic and isonitrogenous and contained one of eight different proteins as their sole protein source. The proteins were control (casein:wheat gluten:egg white, 62:30:8), casein, gelatin, egg white, soybean concentrate, and defatted herring, shrimp, and zein meals. Growth, feed efficiency, protein efficiency ratio, productive protein value, and percent energy retained of sturgeon fed different proteins were significantly different. The body composition of sturgeon was also significantly different, and the difference was closely related to the fish growth."
