,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-058
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Six new diterpene isonitriles from the sponge ""Acanthella cavernosa"""
3,Author:,"Trimurtulu, Golakoti"
4,,"Faulkner, D. John"
5,Publication Year :,1994
6,Source Citation:,"""Journal of Natural Products,"" 57(4):501-506, April 1994."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-46
10,Abstract:,"The kalihinols and related compounds are diterpenoids from sponges of the genus ""Acanthella"" that contain two, and often three, isonitrile functionalities​. Members of this series of compounds have been reported to have antimicrobial, antifungal, cytotoxic, and anthelmintic properties. This paper reports the isolation of seven diterpene isonitriles from a specimen of ""Acanthella cavernosa"" collected in the Seychelles."
