,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-83-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Coastal Law Memo (Issue 3 and Issue 4, March and October 1983)"
3,Author:,"Holt, Mary Gray"
4,,"Getches, Meredith A."
5,Editor :,"Hildreth, Richard"
6,Publication Year :,1983
7,Publisher:,Oregon State University Sea Grant College Program; School of Law
8,# Pages / Video Length:,10
9,Publication Type:,periodicals
10,Program Report #:,ORESU-N-83-006
11,Grant/Contract #:,NOAA Sea Grant
12,Notes:,Two newsletter issues in one entry for 1983. No issues published in 1982.
13,Abstract:,"Coastal Law Memo is an aperiodic publication of the University of Oregon Ocean and Coastal Law Center (OCLC) and is distributed by the Oregon State University (OSU) Extension Service, Sea Grant Marine Advisory Program. The following topics are in these issues: Federal consistency with State Coastal Programs: California v. Watt and Kean v. Watt; Anadromous Fish Runs and Indian Treaty Rights: The Boldt II Saga."
