,MetadataField,Metadata
0,NSGL Document #:,CASG-G-07-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Use of cDNA Microarray to Isolate Differentially Expressed Genes in White Spot Virus of Infected Shrimp
3,Author:,"Dhar, Arun"
4,Publication Year :,2007
5,# Pages / Video Length:,2
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Project #:,R/A-121
8,,C/P-1
9,Abstract:,"White spot syndrome is a highly contagious viral disease that has nearly wiped out commercial shrimp farming in Asia. The disease, caused by the white spot syndrome virus, is currently the most costly viral pathogen infecting farmed shrimp worldwide. It infects penaeid shrimp, a family of prawns that includes many commercially farmed and wild species. The first reported epidemic of white spot syndrome was in 1992 in Taiwan, and it has since spread to North America. Today, Australia is the world's only shrimp-growing region that does not contend with the disease."
