,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-050
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Pictamine, a quinolizidine alkaloid from the tunicate ""Clavelina picta"""
3,Author:,"Kong, Fanhua"
4,,"Faulkner, D. John"
5,Publication Year :,1991
6,Source Citation:,"""Tetrahedron Letters,"" 32(30):3667-​3668, 1991."
7,# Pages / Video Length:,2
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-46
10,Abstract:,"The discovery of compounds such as the didemnins and the eudistomins, that show promising antitumor and antiviral properties has led to a surge of interest in the metabolites of tunicates. The majority of these metabolites are either cyclic peptides or alkaloids that are derived from amino acids. This paper reports the isolation of the quinolizidine alkaloid pictamine from the Venezuelan tunicate ""Clavelina picta""."
