,MetadataField,Metadata
0,NSGL Document #:,CASG-NR-12-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,FDA's revised bad bug book
3,Author:,"Tom, Pamela"
4,Publication Year :,2012
5,Source Citation:,"""The Culinarian,"" 57(5):7, May 2012."
6,# Pages / Video Length:,2
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,A/EA-AR-01
9,Abstract:,"In April 2012, the US Food and Drug Administration posted on its web site the Bad Bug Book - Foodborne Pathogenic Microorganisms and Natural Toxins, 2nd Edition. The Bad Bug Book is a handbook of basic current information about the major known agents that cause foodborne illness including: foodborne bacteria, viruses, parasites, prions, and naturally occurring toxins. In addition to updated scientific information, the book includes five new chapters (on Cronobacter, Enterococcus, Francisella tularensis, phytohaemagglut​inin, and venomous fish)."
