,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-075
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"New chlorinated diterpenes from the gorgonian ""Junceella gemmacea"""
3,Author:,"He, Hai-yin"
4,,"Faulkner, D. John"
5,Publication Year :,1991
6,Source Citation:,"""Tetrahedron,"" 47(20/21):3271-​3280, 1991."
7,# Pages / Video Length:,10
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-46
10,Abstract:,"The briaranes are a group of highly oxidized diterpenes that have been obtained from gorgonians, soft corals and sea pens. Several species of the gorgonian ""Junceella"" from the South China Sea, the Red Sea, and the Great Barrier Reef have been studied and all contained diterpenes of the briarane class. This paper reports the structures of six new chlorinated diterpenes, gemmacolides A- F, from a Pohnpei collection of ""Junceella gemmacea""."
