,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-023
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Amino acid sequence of a peptide with both molt-inhibiting and hyperglycemic activities in the lobster, ""Homarus americanus."""
3,Author:,"Chang, Ernest S."
4,,"Prestwich, Glenn D."
5,,"Bruce, Marilyn J."
6,Publication Year :,1990
7,Source Citation:,"""Biochemical and Biophysical Research Communications,​"" 171(2):818-826, September 14, 1990."
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-68
11,Abstract:,"Molting in crustaceans involves a complex interplay of hormonal stimuli. There appears to be an endocrine factor in the eyestalks that normally inhibits molting--a molt-inhibiting hormone (MIH). The authors have purified a peptide with MIH activity from sinus glands of the lobster ""Homarus americanus"" by reverse-phase HPLC, using molt cycle interval and ecdysteroid titer bioassays to monitor eluted fractions. This paper reports the complete amino acid sequence of this peptide, the first reported amino acid sequence of a crustacean molt-inhibiting hormone. This peptide also has significant hyperglycemic activity."
