,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-043
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Studying shells: a growth industry
3,Author:,"Smith, Bettye L."
4,Publication Year :,1998
5,Source Citation:,"""Chemistry & Industry,"" August 17, 1998."
6,# Pages / Video Length:,5
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-65
9,Abstract:,Shells often combine inorganic materials found in their environments with polymers that they produce themselves to make composite materials. This paper discusses the processes involved in biomineralizati​on and some of the industries that can benefit from investigation of the subject.
