,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-046
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Investigating nearshore circulation using inverse methods
3,Author:,"Feddersen, Falk"
4,,"Guza, R. T."
5,,"Elgar, Steve"
6,Publication Year :,1997
7,Source Citation:,"""Coastal Dynamics '97,"" conference proceedings, E. B. Thornton (ed.), Reston, Virginia, 1997."
8,Publisher:,American Society of Civil Engineers
9,# Pages / Video Length:,10
10,Publication Type:,reprints (not peer-reviewed)
11,Project #:,R/OE-31
12,Abstract:,"The performance of a one-dimensional longshore current model can be degraded if the neglected effects of longshore bathymetric inhomogeneities are significant or if the forcing and mixing are not parameterized correctly. The two- dimensional equations of motion, coupled with observations of two-dimensional circulation, and inverse methods, can be used to infer the forcing and mixing, and to examine the effect of longshore inhomogeneities​. An idealized example of the inverse approach to solving the equations of motion is shown to predict a rip current through a gap in a longshore inhomogeneous sandbar for the case of normally incident waves."
