,MetadataField,Metadata
0,NSGL Document #:,CASG-G-06-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Managing hull-borne invasive species on California's coastal boats
3,Author:,"Johnson, Leigh Taylor"
4,,"Gonzalez, Jamie Anne"
5,,"Himes, Amber"
6,Publication Year :,2006
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,UCSGEP-SD fact sheet 06-1
10,Project #:,A/EA-1
11,Abstract:,"Coastal birds, wildlife, fish and shellfish depend on abundant food and living space. Aquatic invasive species (AIS) threaten coastal marine life and structures all over the world. Most AIS are carried across the ocean on ships, while boats help to spread them along the coast. Good hull husbandry can help to manage the threats posed by AIS."
