,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-12-021
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Trade-offs in prey quality and quantity revealed through the behavioral compensation of breeding seabirds
3,Author:,"Schrimpf, Michael B."
4,,"Parrish, Julia K."
5,,"Pearson, Scott F."
6,Publication Year :,2012
7,Source Citation:,"""Marine Ecology Progress Series,"" 460:247-259, July 2012."
8,DOI #:,10.3354/meps097​50
9,# Pages / Video Length:,13
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,WSG-TA 12-21
12,Project #:,R/OLWC/PD-1
13,Abstract:,"Many productive ocean ecosystems are also highly variable, resulting in complex trophic interactions. We analyzed interannual patterns in the diet of a seabird, the common murre Uria aalge, in a region of high oceanographic productivity, the northern California Current, to investigate how these top predators adjust their chick provisioning to cope with environmental variability. Murres relied chiefly on Pacific herring Clupea harengus pallasi and surf smelt Hypomesus pretiosus to provision chicks, although they regularly returned 8 other fish taxa. Provisioning success was measured by the energy return rate to chicks, which in turn was disarticulated into energy per meal (quality) and meal delivery rate (quantity). Parents exhibited 'compensation' during 2 years in which smaller, low quality prey were returned more quickly than in years with normal (i.e. 'good') provisioning. Despite the increased delivery rate, energy return rates were still lower in 'compensation' vs. 'good' years. The lowest energy return rates occurred in 3 'poor' years, during which ocean productivity was also depressed. Our results suggest that murres in this system have the ability to shift provisioning strategies to deal with some variability in prey resources, but not when limited by exceptionally poor environmental conditions."
