,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-82-062
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Transport of dissolved amino acids by the mussel, ""Mytilus edulis"": demonstration of net uptake from natural seawater"
3,Author:,"Manahan, Donal T."
4,,"Wright, Stephen H."
5,,"Stephens, Grover C."
6,,"Rice, Michael A."
7,Publication Year :,1982
8,Source Citation:,"""Science,"" 215:1253-1255, March 5, 1982."
9,# Pages / Video Length:,3
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/A-48
12,Abstract:,****NO ABSTRACT****
