,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-021
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Mycothiazole, a polyketide heterocycle from a marine sponge"
3,Author:,"Crews, Phillip"
4,,"Kakou, Yao"
5,,"Quinoa, Emilio"
6,Publication Year :,1988
7,Source Citation:,"""Journal of the American Chemical Society,"" 110(13):4365-​4367, 1988."
8,Publication Type:,reprints (peer-reviewed)
9,Abstract:,"The structure of an unusual thiazole containing compound, mycothiazole, was established after extensive NMR analysis. Mycothiazole was isolated from ""Spongia mycofijiensis"" collected from Vanuatu; it exhibited anthelminthic activity (in vitro), while high toxicity was observed in mice. Even though the disubstituted thiazole ring system that is present has not been previously observed in natural products chemistry, comparisons of its carbon skeleton to that of latrunculin B suggest a possible route for its biogenesis."
