,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-87-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,West Coast mollusc culture: a present and future perspective
3,Editor :,"Amidei, Rosemary"
4,Publication Year :,1987
5,Source Citation:,"""Proceedings of a California Sea Grant Workshop in cooperation with the Pacific Sea Grant College Program, "" Berkeley, California, July 9-10, 1987."
6,# Pages / Video Length:,87
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,T-CSGCP-017
9,Project #:,A/P-1
10,Abstract:,"The culture of shellfish in the western United States is impacted by a variety of environmental and policy considerations, in addition to issues relating to broodstock management and stock improvement. In these workshop proceedings, representatives of the aquaculture industry, government, and the University of California assess the status of mollusc culture on the Pacific Coast, its problems, and its potential. The following papers are included in this publication: 1. Overview of worldwide oyster production. James Lannan pp. 5-10. 2. Water quality and shellfish aquaculture in Washington State. John Pitts pp. 11-12. 3. Protecting the public from environmental health hazards. Douglas Price pp. 13-15. 4. Improving water quality in Humboldt Bay. William Rodriguez. pp. 15-17. 5. Public policy considerations in oyster culture. F. Robert Studdert pp. 17-21. 6. Water quality concerns of a commercial abalone hatchery. John McMullen pp. 39-40. 7. Water quality and oyster grow-out. James T. Hollibaugh pp. 40-43. 8. Uptake and fate of contaminants in molluscs. Donald G. Crosby pp. 44-47. 9. Natural seawater chemistry: implications for the growth of mollusc larvae. Donal Manahan pp. 47-49. 10. European techniques of oyster and mussel farming applied to a southern California coastal lagoon. Richard Glenn pp. 63-64. 11. Abalone culture: a perspective from Mexico. Alphonso Aguirre pp. 65-67. 12. Research needs from an oyster producer's perspective. Randy Shuman. pp. 67-69. 13. Can the Pacific oyster be domesticated? Dennis Hedgecock pp. 69-72. 14. Designing genetic improvement programs for Pacific oyster culture. William Hershberger pp. 72-74."
