,MetadataField,Metadata
0,NSGL Document #:,CASG-G-13-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Detecting changes at the base of the pelagic food web in the San Francisco Estuary
3,Author:,"Moderan, Julien"
4,,"Coomber, Caitlin"
5,,"Johnson, Christina S."
6,Publication Year :,2013
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Project #:,R/SF-47
10,Abstract:,"Since about 2004, populations of delta smelt, longfin smelt, juvenile striped bass, and threadfin shad have dropped significantly in the Sacramento-San Joaquin Delta for no obvious or as yet substantiated reason"
