,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-05-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Barcoding the Fishes of North America
3,Author:,"Hastings, Philip A."
4,Publication Year :,2005
5,Source Citation:,"""Fish-BOL: Fish Barcode of Life Initiative Meeting,"" Guelph, Ontario, Canada, June 5- 8, 2005."
6,# Pages / Video Length:,2
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/F-194
9,URL:,http://www.fish​bol.org/meeting​_june05.php#wor​kshop_program
