,MetadataField,Metadata
0,NSGL Document #:,ORESU-F-91-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Endangered salmon: a radio chronicle of the emerging crisis: Fall 1990 - Summer 1991
3,Author:,"Cone, Joe"
4,Publication Year :,1991
5,# Pages / Video Length:,38
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,ORESU-F-91-002
8,Project #:,M/A-10
9,Abstract:,"The struggle to protect and restore endangered salmon populations is unlikely to be resolved anytime soon. Native, naturally spawning stocks of salmon, steelhead, and sea-run cutthroat trout are at risk of extinction in Oregon, Washington, California, and Idaho. These reports provide a unique ""oral history"" of the recent public discussion over the fate of the Northwest salmon. Produced for radio, the reports give the listener a sense of immediacy, of contact with the ideas and feelings that shape current events. They seek to clarify and explain, to offer some perspective and insight on a multifaceted problem, and provide a foundation for understanding that should be of value for some time to come."
