,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-89-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Mathematical modelling of fluvial sand delivery
3,Author:,"Chang, Howard H."
4,,"Stow, Douglas"
5,Publication Year :,1989
6,Source Citation:,"""Journal of Waterway, Port, Coastal, and Ocean Engineering,"" 115(3):311-326, May 1989."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/CZ-79
9,Abstract:,"Inputs of sand from stream sources are a critical component of littoral sand budgets for semi-arid coasts. Fluvial sand delivery is the most significant input for most of the littoral cells of the temperate zone; measurements and estimates of its delivery are essential for computing littoral sediment budgets used for scientific, engineering, and management purposes. The purposes of this study are to estimate coastal sand delivery rates and magnitudes for the Santa Clara River, California, and examine spatial and temporal characteristics of coarse sediment transport along its lower reaches. The estimations are based on an erodible-​boundary (banks and bottom) mathematical model of stream processes. Field measurements made along the Santa Clara River are used as model inputs and for calibration purposes. The effects of sand and gravel mining on stream topography, and upstream dams on the stream hydrograph, are included in modelling."
