,MetadataField,Metadata
0,NSGL Document #:,SCU-R-86-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,Diel vertical distribution of fish larvae and their prey in nearshore waters of southern California
3,Author:,"Brewer, Gary D."
4,,"Kleppel, G. S."
5,Publication Year :,1986
6,Source Citation:,"""Marine Ecology Progress Series,"" 27:217-226, January 2, 1986."
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,USCSG-R-07-86
9,Abstract:,"Ichthyoplankton were sampled with bongos and microplankton with a pump at 3 to 5 discrete depths over isobaths of 8, 22 and 30 m; although no thermocline was present, fish larvae were significantly stratified by sampling depth during daylight hours and were relatively more dispersed at night. Larvae of northern anchovy ""Engraulis mordax"" and white croaker ""Genyonemus lineatus"" showed length-specific vertical distributions. Many large northern anchovy apparently migrated to the sea surface at night, but large white croaker did not. Early life stages of copepods were important foods for both fish species. Bivalve veligers and tintinids occurred relatively frequently in the guts of white croaker but not northern anchovy. There was little relation between daytime feeding distribution of fish larvae and esculent microzooplankto​n. The diel vertical positions of neritic fish larvae may, in part, be an expedient strategy for their retention in shallow waters."
