,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Biochemical reactions in fish muscle during frozen storage
3,Author:,"Haard, Norman"
4,Publication Year :,1992
5,Source Citation:,"""Seafood Science and Techhnology,"" Chapter 20, E. G. Bligh (ed.), pp. 176-209, 1992."
6,# Pages / Video Length:,14
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/F-119
9,Abstract:,"Biochemical reactions, particularly those influencing lipids and proteins, contribute to the loss in quality of fish muscle during frozen storage. This work reviews the literature between 1980 and 1990 with respect to factors influencing the rate of biochemical reactions in frozen fish, i.e. storage temperature, partial freezing, rate of freezing, species differences, intraspecific factors, post-harvest history prior to freezing, and cryoprotectants​. The mechanism of trimethylamine n-oxide demethylation is discussed with reference to soluble enzymes, microsomal enzymes and non-enzymatic reactions. The importance of phospholipid hydrolysis in frozen fish is discussed and related to recent findings on microsomal phospholipase A and the interrelation of hydrolysis and oxidation. While non-enzymatic mechanisms of lipid oxidation are important in frozen fish, this review emphasizes recent studies indicating the importance of reactions catalysed by soluble lipoxygenase and microsomes."
